Code,Name,Descrption,Note,Quantity,Man-Hours,Total Man-Hours
8600 050.170.230.730,PDMS DRAFT - Vessel/ Tank Drawing,MECH E&D - Dwgs - PDMS DRAFT - Vessel/ Tank Drawing,Mechanical Engineering and Design - Drawings - PDMS DRAFT - Vessel/ Tank Drawing,0,0,0
8600 050.170.240.730,PDMS DRAFT - Skid/Nozzle Layouts,MECH E&D - Dwgs - PDMS DRAFT - Skid/Nozzle Layouts,Mechanical Engineering and Design - Drawings - PDMS DRAFT - Skid/Nozzle Layouts,0,0,0
8600 050.170.250.730,PDMS DRAFT - Isometrics,MECH E&D - Dwgs - PDMS DRAFT - Isometrics,Mechanical Engineering and Design - Drawings - PDMS DRAFT - Isometrics,0,0,0
8600 050.170.260.730,PDMS DRAFT - Pipe Supports,MECH E&D - Dwgs - PDMS DRAFT - Pipe Supps,Mechanical Engineering and Design - Drawings - PDMS DRAFT - Pipe Supports,0,0,0
8600 050.170.270.730,"PDMS DRAFT - Building Drawings & Details (Plumbing, HVAC, & Ductwork ",MECH E&D - Dwgs - PDMS DRAFT - Bldg Dwgs/Details Plumb/HVAC ,"Mechanical Engineering and Design - Drawings - PDMS DRAFT - Building Drawings & Details (Plumbing, HVAC, & Ductwork ",0,0,0
8600 050.170.450.840,SPI-INTOOLS - Administration,SPI-INTOOLS - Administration,SPI-INTOOLS - Administration,1,0,0
8600 060.000.000.000,Instrument Engineering and Design,Instrument Eng and Design,Instrument Engineering and Design,0,0,0
8600 060.110.000.000,Reports and Studies,INST E&D - Reports and Studies,Instrument Engineering and Design - Reports and Studies,0,0,0
8600 060.110.010.000,Fire & Gas,INST E&D - Reports/Studies - Fire/Gas,Instrument Engineering and Design - Reports and Studies - Fire & Gas,0,0,0
8600 060.110.020.000,Communications,INST E&D - Reports/Studies - Comms,Instrument Engineering and Design - Reports and Studies - Communications,0,0,0
8600 060.110.030.000,Custody Transfer,INST E&D - Reports/Studies - Custody Transfer,Instrument Engineering and Design - Reports and Studies - Custody Transfer,0,0,0
8600 060.110.040.000,Hydraulics,INST E&D - Reports/Studies - Hydraulics,Instrument Engineering and Design - Reports and Studies - Hydraulics,0,0,0
8600 060.110.050.000,Control Philosophy/Narrative,INST E&D - Reports/Studies - Cntrl Philosophy/Narrative,Instrument Engineering and Design - Reports and Studies - Control Philosophy/Narrative,1,0,0
8600 060.110.990.000,Specialty/Other,INST E&D - Reports/Studies - Specialty/Other,Instrument Engineering and Design - Reports and Studies - Specialty/Other,0,0,0
8600 060.120.000.000,Datasheets and Specifications,INST E&D - Datasheets and Specs,Instrument Engineering and Design - Datasheets and Specifications,0,0,0
8600 060.120.010.000,Valves - Control,INST E&D - Datasheets/Specs - Valves - Cntrl,Instrument Engineering and Design - Datasheets and Specifications - Valves - Control,2,0,0
8600 060.120.020.000,Valves - Operated (SDV's),INST E&D - Datasheets/Specs - Valves - Operated (SDV's),Instrument Engineering and Design - Datasheets and Specifications - Valves - Operated (SDV's),2,0,0
8600 060.120.030.000,Valves - Pressure Safety/Relief,INST E&D - Datasheets/Specs - Valves - Pressure Sfty/Relief,Instrument Engineering and Design - Datasheets and Specifications - Valves - Pressure Safety/Relief,2,0,0
8600 060.120.040.000,Orifice Plates,INST E&D - Datasheets/Specs - Orifice Plates,Instrument Engineering and Design - Datasheets and Specifications - Orifice Plates,0,0,0
8600 060.120.050.000,Meters,INST E&D - Datasheets/Specs - Meters,Instrument Engineering and Design - Datasheets and Specifications - Meters,0,0,0
8600 060.120.060.000,Fire and Gas Equipment,INST E&D - Datasheets/Specs - Fire and Gas Equip,Instrument Engineering and Design - Datasheets and Specifications - Fire and Gas Equipment,0,0,0
8600 060.120.070.000,Transmitters,INST E&D - Datasheets/Specs - Transmitters,Instrument Engineering and Design - Datasheets and Specifications - Transmitters,0,0,0
8600 060.120.080.000,Switches,INST E&D - Datasheets/Specs - Switches,Instrument Engineering and Design - Datasheets and Specifications - Switches,0,0,0
8600 060.120.090.000,Indicators,INST E&D - Datasheets/Specs - Indicators,Instrument Engineering and Design - Datasheets and Specifications - Indicators,0,0,0
8600 060.120.100.000,Flow Computers,INST E&D - Datasheets/Specs - Flow Computers,Instrument Engineering and Design - Datasheets and Specifications - Flow Computers,0,0,0
8600 060.120.110.000,Analyzers,INST E&D - Datasheets/Specs - Analyzers,Instrument Engineering and Design - Datasheets and Specifications - Analyzers,0,0,0
8600 060.120.120.000,Communications System,INST E&D - Datasheets/Specs - Comms Sys,Instrument Engineering and Design - Datasheets and Specifications - Communications System,0,0,0
8600 060.120.130.000,Control System,INST E&D - Datasheets/Specs - Cntrl Sys,Instrument Engineering and Design - Datasheets and Specifications - Control System,0,0,0
8600 060.120.140.000,Instrument Specification Book,INST E&D - Datasheets/Specs - Instrument Spec Book,Instrument Engineering and Design - Datasheets and Specifications - Instrument Specification Book,0,0,0
8600 060.120.150.000,Instrument Specifications,INST E&D - Datasheets/Specs - Instrument Specs,Instrument Engineering and Design - Datasheets and Specifications - Instrument Specifications,0,0,0
8600 060.120.160.840,SPI-INTOOLS - Instrument Specifications,INST E&D - Datasheets/Specs - SPI-INTOOLS - Instrument Specs,Instrument Engineering and Design - Datasheets and Specifications - SPI-INTOOLS - Instrument Specifications,0,0,0
8600 060.120.980.000,Construction,INST E&D - Datasheets/Specs - Const,Instrument Engineering and Design - Datasheets and Specifications - Construction,1,0,0
8600 060.120.990.000,Specialty/Other,INST E&D - Datasheets/Specs - Specialty/Other,Instrument Engineering and Design - Datasheets and Specifications - Specialty/Other,0,0,0
8600 060.130.000.000,Calculations and Analysis,INST E&D - Calculations and Analysis,Instrument Engineering and Design - Calculations and Analysis,0,0,0
8600 060.130.010.000,Valves,INST E&D - Calcs/Analysis - Valves,Instrument Engineering and Design - Calculations and Analysis - Valves,6,0,0
8600 060.130.020.000,Chokes,INST E&D - Calcs/Analysis - Chokes,Instrument Engineering and Design - Calculations and Analysis - Chokes,0,0,0
8600 060.130.030.000,Orifice Plates,INST E&D - Calcs/Analysis - Orifice Plates,Instrument Engineering and Design - Calculations and Analysis - Orifice Plates,0,0,0
8600 060.130.040.000,Meters,INST E&D - Calcs/Analysis - Meters,Instrument Engineering and Design - Calculations and Analysis - Meters,0,0,0
8600 060.130.050.000,Fire and Gas Detectors,INST E&D - Calcs/Analysis - Fire and Gas Detectors,Instrument Engineering and Design - Calculations and Analysis - Fire and Gas Detectors,0,0,0
8600 060.130.060.000,Level,INST E&D - Calcs/Analysis - Level,Instrument Engineering and Design - Calculations and Analysis - Level,0,0,0
8600 060.130.070.000,DC/UPS,INST E&D - Calcs/Analysis - DC/UPS,Instrument Engineering and Design - Calculations and Analysis - DC/UPS,0,0,0
8600 060.130.080.000,Instrument Air,INST E&D - Calcs/Analysis - Instrument Air,Instrument Engineering and Design - Calculations and Analysis - Instrument Air,0,0,0
8600 060.130.090.000,Temperature/Thermowells,INST E&D - Calcs/Analysis - Temperature/Thermowells,Instrument Engineering and Design - Calculations and Analysis - Temperature/Thermowells,0,0,0
8600 060.130.100.000,Instrument Calculations,INST E&D - Calcs/Analysis - Instrument Calculations,Instrument Engineering and Design - Calculations and Analysis - Instrument Calculations,0,0,0
8600 060.130.990.000,Specialty/Other,INST E&D - Calcs/Analysis - Specialty/Other,Instrument Engineering and Design - Calculations and Analysis - Specialty/Other,0,0,0
8600 060.140.000.000,Lists and Schedules ,INST E&D - Lists and Schedules ,Instrument Engineering and Design - Lists and Schedules ,0,0,0
8600 060.140.010.000,Material Take-Off/BOM,INST E&D - Lists/Schedules - Material Take-Off/BOM,Instrument Engineering and Design - Lists and Schedules  - Material Take-Off/BOM,0,0,0
8600 060.140.020.000,Instrument Index (Non-Software),INST E&D - Lists/Schedules - Instrument Index (Non-Software),Instrument Engineering and Design - Lists and Schedules  - Instrument Index (Non-Software),1,0,0
8600 060.140.030.840,SPI-INTOOLS - Instrument Index,INST E&D - Lists/Schedules - SPI-INTOOLS - Instrument Index,Instrument Engineering and Design - Lists and Schedules  - SPI-INTOOLS - Instrument Index,1,0,0
8600 060.140.040.000,I/O List,INST E&D - Lists/Schedules - I/O List,Instrument Engineering and Design - Lists and Schedules  - I/O List,1,0,0
8600 060.150.000.000,Purchase Requisitions,INST E&D - Purchase Requisitions,Instrument Engineering and Design - Purchase Requisitions,0,0,0
8600 060.150.010.000,Valves - Control,INST E&D - Purchase Reqs - Valves - Cntrl,Instrument Engineering and Design - Purchase Requisitions - Valves - Control,2,0,0
8600 060.150.020.000,Valves - Operated (SDV's),INST E&D - Purchase Reqs - Valves - Operated (SDV's),Instrument Engineering and Design - Purchase Requisitions - Valves - Operated (SDV's),2,0,0
8600 060.150.030.000,Valves - Pressure Safety/Relief,INST E&D - Purchase Reqs - Valves - Pressure Sfty/Relief,Instrument Engineering and Design - Purchase Requisitions - Valves - Pressure Safety/Relief,2,0,0
8600 060.150.040.000,Orifice Plates,INST E&D - Purchase Reqs - Orifice Plates,Instrument Engineering and Design - Purchase Requisitions - Orifice Plates,0,0,0
8600 060.150.050.000,Meters,INST E&D - Purchase Reqs - Meters,Instrument Engineering and Design - Purchase Requisitions - Meters,0,0,0
8600 060.150.060.000,Fire and Gas Equipment,INST E&D - Purchase Reqs - Fire and Gas Equip,Instrument Engineering and Design - Purchase Requisitions - Fire and Gas Equipment,0,0,0
8600 060.150.070.000,Transmitters,INST E&D - Purchase Reqs - Transmitters,Instrument Engineering and Design - Purchase Requisitions - Transmitters,0,0,0
8600 060.150.080.000,Switches,INST E&D - Purchase Reqs - Switches,Instrument Engineering and Design - Purchase Requisitions - Switches,0,0,0
8600 060.150.090.000,Indicators,INST E&D - Purchase Reqs - Indicators,Instrument Engineering and Design - Purchase Requisitions - Indicators,0,0,0
8600 060.150.100.000,Flow Computers,INST E&D - Purchase Reqs - Flow Computers,Instrument Engineering and Design - Purchase Requisitions - Flow Computers,0,0,0
8600 060.150.110.000,Analyzers,INST E&D - Purchase Reqs - Analyzers,Instrument Engineering and Design - Purchase Requisitions - Analyzers,0,0,0
8600 060.150.120.000,Communications System,INST E&D - Purchase Reqs - Comms Sys,Instrument Engineering and Design - Purchase Requisitions - Communications System,0,0,0
8600 060.150.130.000,Control System,INST E&D - Purchase Reqs - Cntrl Sys,Instrument Engineering and Design - Purchase Requisitions - Control System,0,0,0
8600 060.150.980.000,Construction,INST E&D - Purchase Reqs - Const,Instrument Engineering and Design - Purchase Requisitions - Construction,0,0,0
8600 060.150.990.000,Specialty/Other,INST E&D - Purchase Reqs - Specialty/Other,Instrument Engineering and Design - Purchase Requisitions - Specialty/Other,0,0,0
8600 060.160.000.010,Modeling,INST E&D - Model,Instrument Engineering and Design - Modeling,0,0,0
8600 060.160.010.770,ACAD - Major Equipment,INST E&D - Model - ACAD - Major Equip,Instrument Engineering and Design - Modeling - ACAD - Major Equipment,2,0,0
8600 060.160.020.770,ACAD - Instrumentation,INST E&D - Model - ACAD - Instrumentation,Instrument Engineering and Design - Modeling - ACAD - Instrumentation,0,0,0
8600 060.160.030.770,ACAD - ESD/Safety,INST E&D - Model - ACAD - ESD/Sfty,Instrument Engineering and Design - Modeling - ACAD - ESD/Safety,0,0,0
8600 060.160.040.770,ACAD - Fire & Gas,INST E&D - Model - ACAD - Fire/Gas,Instrument Engineering and Design - Modeling - ACAD - Fire & Gas,0,0,0
8600 060.160.050.770,ACAD - Communication/PA-GA,INST E&D - Model - ACAD - Comm/PA-GA,Instrument Engineering and Design - Modeling - ACAD - Communication/PA-GA,0,0,0
8600 060.160.060.730,PDMS - Major Equipment,INST E&D - Model - PDMS - Major Equip,Instrument Engineering and Design - Modeling - PDMS - Major Equipment,0,0,0
8600 060.160.070.730,PDMS - Instrumentation,INST E&D - Model - PDMS - Instrumentation,Instrument Engineering and Design - Modeling - PDMS - Instrumentation,2,0,0
8600 060.160.080.730,PDMS - ESD/Safety,INST E&D - Model - PDMS - ESD/Sfty,Instrument Engineering and Design - Modeling - PDMS - ESD/Safety,0,0,0
8600 060.160.090.730,PDMS - Fire & Gas,INST E&D - Model - PDMS - Fire/Gas,Instrument Engineering and Design - Modeling - PDMS - Fire & Gas,0,0,0
8600 060.160.100.730,PDMS - Communication/PA-GA,INST E&D - Model - PDMS - Comm/PA-GA,Instrument Engineering and Design - Modeling - PDMS - Communication/PA-GA,0,0,0
8600 060.160.110.920,LEICA - Laser Scanning,INST E&D - Model - LEICA - Laser Scanning,Instrument Engineering and Design - Modeling - LEICA - Laser Scanning,0,0,0
8600 060.160.120.720,LFM - Laser Scanning,INST E&D - Model - LFM - Laser Scanning,Instrument Engineering and Design - Modeling - LFM - Laser Scanning,0,0,0
8600 060.170.000.000,Drawings,INST E&D - Dwgs,Instrument Engineering and Design - Drawings,0,0,0
8600 060.170.010.770,Drawing Index,INST E&D - Dwgs - Drawing Index,Instrument Engineering and Design - Drawings - Drawing Index,1,0,0
8600 060.170.020.770,General Notes,INST E&D - Dwgs - General Notes,Instrument Engineering and Design - Drawings - General Notes,1,0,0
8600 060.170.030.770,As-Built,INST E&D - Dwgs - As-Built,Instrument Engineering and Design - Drawings - As-Built,1,0,0
8600 060.170.040.770,Demolition,INST E&D - Dwgs - Demolition,Instrument Engineering and Design - Drawings - Demolition,1,0,0
8600 060.170.050.770,Control/Communications Block Diagram,INST E&D - Dwgs - Cntrl/Comms Block Diag,Instrument Engineering and Design - Drawings - Control/Communications Block Diagram,1,0,0
8600 060.170.060.770,Tubing Schedule,INST E&D - Dwgs - Tubing Schedule,Instrument Engineering and Design - Drawings - Tubing Schedule,0,0,0
8600 060.170.070.770,System Control Panel Drawings (Physicals),INST E&D - Dwgs - Sys Cntrl Pnl Dwgs (Physicals),Instrument Engineering and Design - Drawings - System Control Panel Drawings (Physicals),0,0,0
8600 060.170.080.770,System Control Panel (Wiring),INST E&D - Dwgs - Sys Cntrl Pnl (Wiring),Instrument Engineering and Design - Drawings - System Control Panel (Wiring),0,0,0
8600 060.170.090.840,SPI-INTOOLS - System Control Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Sys Cntrl Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - System Control Panel (SPI Wiring),1,0,0
8600 060.170.100.770,Marshalling Panel (Physicals),INST E&D - Dwgs - Marshalling Pnl (Physicals),Instrument Engineering and Design - Drawings - Marshalling Panel (Physicals),0,0,0
8600 060.170.110.770,Marshalling Panel (Wiring),INST E&D - Dwgs - Marshalling Pnl (Wiring),Instrument Engineering and Design - Drawings - Marshalling Panel (Wiring),0,0,0
8600 060.170.120.840,SPI-INTOOLS - Marshalling Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Marshalling Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Marshalling Panel (SPI Wiring),0,0,0
8600 060.170.130.770,Remote I/O Panel (Physicals),INST E&D - Dwgs - Remote I/O Pnl (Physicals),Instrument Engineering and Design - Drawings - Remote I/O Panel (Physicals),0,0,0
8600 060.170.140.770,Remote I/O Panel (Wiring),INST E&D - Dwgs - Remote I/O Pnl (Wiring),Instrument Engineering and Design - Drawings - Remote I/O Panel (Wiring),0,0,0
8600 060.170.150.840,SPI-INTOOLS - Remote I/O Pane (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Remote I/O Pane (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Remote I/O Pane (SPI Wiring),0,0,0
8600 060.170.160.770,Junction Box (Physicals),INST E&D - Dwgs - Junction Box (Physicals),Instrument Engineering and Design - Drawings - Junction Box (Physicals),0,0,0
8600 060.170.170.770,Junction Box (Wiring),INST E&D - Dwgs - Junction Box (Wiring),Instrument Engineering and Design - Drawings - Junction Box (Wiring),0,0,0
8600 060.170.180.840,SPI-INTOOLS - Junction Box (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Junction Box (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Junction Box (SPI Wiring),0,0,0
8600 060.170.190.770,Safety System Panel (Physicals),INST E&D - Dwgs - Sfty Sys Pnl (Physicals),Instrument Engineering and Design - Drawings - Safety System Panel (Physicals),0,0,0
8600 060.170.200.770,Safety System Panel (Wiring),INST E&D - Dwgs - Sfty Sys Pnl (Wiring),Instrument Engineering and Design - Drawings - Safety System Panel (Wiring),0,0,0
8600 060.170.210.840,SPI-INTOOLS - Safety System Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Sfty Sys Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Safety System Panel (SPI Wiring),0,0,0
8600 060.170.220.770,Fire & Gas Panel (Physicals),INST E&D - Dwgs - Fire/Gas Pnl (Physicals),Instrument Engineering and Design - Drawings - Fire & Gas Panel (Physicals),0,0,0
8600 060.170.230.770,Fire & Gas Panel (Wiring),INST E&D - Dwgs - Fire/Gas Pnl (Wiring),Instrument Engineering and Design - Drawings - Fire & Gas Panel (Wiring),0,0,0
8600 060.170.240.840,SPI-INTOOLS - Fire & Gas Panel (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Fire/Gas Pnl (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Fire & Gas Panel (SPI Wiring),0,0,0
8600 060.170.250.770,Communication/PA anel Drawings (Physicals),INST E&D - Dwgs - Comm/PA anel Dwgs (Physicals),Instrument Engineering and Design - Drawings - Communication/PA anel Drawings (Physicals),0,0,0
8600 060.170.260.770,Communication/PA (Wiring),INST E&D - Dwgs - Comm/PA (Wiring),Instrument Engineering and Design - Drawings - Communication/PA (Wiring),0,0,0
8600 060.170.270.840,SPI-INTOOLS - Communication/PA (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Comm/PA (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Communication/PA (SPI Wiring),0,0,0
8600 060.170.280.770,Loop Diagrams,INST E&D - Dwgs - Loop Diags,Instrument Engineering and Design - Drawings - Loop Diagrams,0,0,0
8600 060.170.290.840,SPI-INTOOLS - Loop Diagrams (SPI Wiring),INST E&D - Dwgs - SPI-INTOOLS - Loop Diags (SPI Wiring),Instrument Engineering and Design - Drawings - SPI-INTOOLS - Loop Diagrams (SPI Wiring),0,0,0
8600 060.170.300.770,Instrument Location Plans,INST E&D - Dwgs - Instrument Location Plans,Instrument Engineering and Design - Drawings - Instrument Location Plans,0,0,0
8600 060.170.310.770,Instrument Installation Details,INST E&D - Dwgs - Instrument Installation Details,Instrument Engineering and Design - Drawings - Instrument Installation Details,0,0,0
8600 060.170.320.770,ESD/Safety Location Plans,INST E&D - Dwgs - ESD/Sfty Location Plans,Instrument Engineering and Design - Drawings - ESD/Safety Location Plans,0,0,0
8600 060.170.330.770,ESD/Safety Installation Details,INST E&D - Dwgs - ESD/Sfty Installation Details,Instrument Engineering and Design - Drawings - ESD/Safety Installation Details,0,0,0
8600 060.170.340.770,Fire & Gas Plan Drawings,INST E&D - Dwgs - Fire/Gas Plan Dwgs,Instrument Engineering and Design - Drawings - Fire & Gas Plan Drawings,0,0,0
8600 060.170.350.770,"Fire & Gas Details  (Stands, Bottles, Etc.)","INST E&D - Dwgs - Fire/Gas Details  (Stands, Bottles, Etc.)","Instrument Engineering and Design - Drawings - Fire & Gas Details  (Stands, Bottles, Etc.)",0,0,0
8600 060.170.360.770,"Communication/PA-GA (LAN, Satellite, Phone, CATV) Plans","INST E&D - Dwgs - Comm/PA-GA (LAN, SAT, Phone, CATV) Plans","Instrument Engineering and Design - Drawings - Communication/PA-GA (LAN, Satellite, Phone, CATV) Plans",0,0,0
8600 060.170.370.770,"Communication/PA-GA (LAN, Satellite, Phone, CATV) Details","INST E&D - Dwgs - Comm/PA-GA (LAN, SAT, Phone, CATV) Details","Instrument Engineering and Design - Drawings - Communication/PA-GA (LAN, Satellite, Phone, CATV) Details",0,0,0
8600 060.170.380.770,Fusible Plug (TSE),INST E&D - Dwgs - Fusible Plug (TSE),Instrument Engineering and Design - Drawings - Fusible Plug (TSE),0,0,0
8600 060.170.390.770,Hydraulic/Pneumatic Panel,INST E&D - Dwgs - Hydraulic/Pneumatic Pnl,Instrument Engineering and Design - Drawings - Hydraulic/Pneumatic Panel,0,0,0
8600 060.170.400.730,PDMS DRAFT - Major Equipment,INST E&D - Dwgs - PDMS DRAFT - Major Equip,Instrument Engineering and Design - Drawings - PDMS DRAFT - Major Equipment,1,0,0
8600 060.170.410.730,PDMS DRAFT - Instrumentation,INST E&D - Dwgs - PDMS DRAFT - Instrumentation,Instrument Engineering and Design - Drawings - PDMS DRAFT - Instrumentation,1,0,0
8600 060.170.420.730,PDMS DRAFT - ESD/Safety,INST E&D - Dwgs - PDMS DRAFT - ESD/Sfty,Instrument Engineering and Design - Drawings - PDMS DRAFT - ESD/Safety,0,0,0
8600 060.170.430.730,PDMS DRAFT - Fire & Gas,INST E&D - Dwgs - PDMS DRAFT - Fire/Gas,Instrument Engineering and Design - Drawings - PDMS DRAFT - Fire & Gas,0,0,0
8600 060.170.440.730,PDMS DRAFT - Communication/PA-GA,INST E&D - Dwgs - PDMS DRAFT - Comm/PA-GA,Instrument Engineering and Design - Drawings - PDMS DRAFT - Communication/PA-GA,0,0,0
8600 070.000.000.000,Electrical Engineering and Design,Elec Eng and Design,Electrical Engineering and Design,0,0,0
8600 070.110.000.000,Reports and Studies,ELEC E&D - Reports and Studies,Electrical Engineering and Design - Reports and Studies,0,0,0
8600 070.110.010.000,ETAP/SKM Report,ELEC E&D - Reports/Studies - ETAP/SKM Report,Electrical Engineering and Design - Reports and Studies - ETAP/SKM Report,1,0,0
8600 070.110.020.000,Load Study,ELEC E&D - Reports/Studies - Load Study,Electrical Engineering and Design - Reports and Studies - Load Study,1,0,0
8600 070.110.990.000,Specialty/Other,ELEC E&D - Reports/Studies - Specialty/Other,Electrical Engineering and Design - Reports and Studies - Specialty/Other,0,0,0
8600 070.120.000.000,Datasheets and Specifications,ELEC E&D - Datasheets and Specs,Electrical Engineering and Design - Datasheets and Specifications,0,0,0
8600 070.120.010.000,Generator,ELEC E&D - Datasheets/Specs - Generator,Electrical Engineering and Design - Datasheets and Specifications - Generator,1,0,0
8600 070.120.020.000,Transformer (Medium Voltage),ELEC E&D - Datasheets/Specs - Transformer (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - Transformer (Medium Voltage),1,0,0
8600 070.120.030.000,MCC (Low Voltage),ELEC E&D - Datasheets/Specs - MCC (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - MCC (Low Voltage),0,0,0
8600 070.120.040.000,MCC (Medium Voltage),ELEC E&D - Datasheets/Specs - MCC (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - MCC (Medium Voltage),0,0,0
8600 070.120.050.000,Switchgear (Low Voltage),ELEC E&D - Datasheets/Specs - Switchgear (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - Switchgear (Low Voltage),0,0,0
8600 070.120.060.000,Switchgear (Medium Voltage),ELEC E&D - Datasheets/Specs - Switchgear (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - Switchgear (Medium Voltage),0,0,0
8600 070.120.070.000,VFD (Low Voltage),ELEC E&D - Datasheets/Specs - VFD (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - VFD (Low Voltage),0,0,0
8600 070.120.080.000,VFD (Medium Voltage),ELEC E&D - Datasheets/Specs - VFD (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - VFD (Medium Voltage),0,0,0
8600 070.120.090.000,Wiring & Installation,ELEC E&D - Datasheets/Specs - Wiring & Installation,Electrical Engineering and Design - Datasheets and Specifications - Wiring & Installation,0,0,0
8600 070.120.100.000,AC UPS System,ELEC E&D - Datasheets/Specs - AC UPS Sys,Electrical Engineering and Design - Datasheets and Specifications - AC UPS System,0,0,0
8600 070.120.110.000,DC UPS System,ELEC E&D - Datasheets/Specs - DC UPS Sys,Electrical Engineering and Design - Datasheets and Specifications - DC UPS System,0,0,0
8600 070.120.120.000,Motors (Low Voltage),ELEC E&D - Datasheets/Specs - Motors (Low Voltage),Electrical Engineering and Design - Datasheets and Specifications - Motors (Low Voltage),0,0,0
8600 070.120.130.000,Motors (Medium Voltage),ELEC E&D - Datasheets/Specs - Motors (Medium Voltage),Electrical Engineering and Design - Datasheets and Specifications - Motors (Medium Voltage),0,0,0
8600 070.120.140.000,MCC/Control Building,ELEC E&D - Datasheets/Specs - MCC/Cntrl Bldg,Electrical Engineering and Design - Datasheets and Specifications - MCC/Control Building,0,0,0
8600 070.120.150.000,Panel Boards,ELEC E&D - Datasheets/Specs - Pnl Boards,Electrical Engineering and Design - Datasheets and Specifications - Panel Boards,0,0,0
8600 070.120.160.000,Nav Aids,ELEC E&D - Datasheets/Specs - Nav Aids,Electrical Engineering and Design - Datasheets and Specifications - Nav Aids,0,0,0
8600 070.120.170.000,Heat Tracing,ELEC E&D - Datasheets/Specs - Heat Tracing,Electrical Engineering and Design - Datasheets and Specifications - Heat Tracing,0,0,0
8600 070.120.980.000,Construction,ELEC E&D - Datasheets/Specs - Const,Electrical Engineering and Design - Datasheets and Specifications - Construction,0,0,0
8600 070.120.990.000,Specialty/Other,ELEC E&D - Datasheets/Specs - Specialty/Other,Electrical Engineering and Design - Datasheets and Specifications - Specialty/Other,0,0,0
8600 070.130.000.000,Calculations and Analysis,ELEC E&D - Calculations and Analysis,Electrical Engineering and Design - Calculations and Analysis,0,0,0
8600 070.130.010.000,Cable Sizing,ELEC E&D - Calcs/Analysis - Cable Sizing,Electrical Engineering and Design - Calculations and Analysis - Cable Sizing,1,0,0
8600 070.130.020.000,Protective Device Sizing,ELEC E&D - Calcs/Analysis - Prot Device Sizing,Electrical Engineering and Design - Calculations and Analysis - Protective Device Sizing,0,0,0
8600 070.130.030.000,Voltage Drop,ELEC E&D - Calcs/Analysis - Voltage Drop,Electrical Engineering and Design - Calculations and Analysis - Voltage Drop,1,0,0
8600 070.130.040.000,Power Factor Correction,ELEC E&D - Calcs/Analysis - Power Factor Correction,Electrical Engineering and Design - Calculations and Analysis - Power Factor Correction,0,0,0
8600 070.130.050.000,Harmonic Analysis,ELEC E&D - Calcs/Analysis - Harmonic Analysis,Electrical Engineering and Design - Calculations and Analysis - Harmonic Analysis,0,0,0
8600 070.130.060.000,Lighting,ELEC E&D - Calcs/Analysis - Lighting,Electrical Engineering and Design - Calculations and Analysis - Lighting,0,0,0
8600 070.130.070.000,Lightning Protection,ELEC E&D - Calcs/Analysis - Lightning Protection,Electrical Engineering and Design - Calculations and Analysis - Lightning Protection,0,0,0
8600 070.130.080.000,Conduit/Tray Fill,ELEC E&D - Calcs/Analysis - Conduit/Tray Fill,Electrical Engineering and Design - Calculations and Analysis - Conduit/Tray Fill,0,0,0
8600 070.130.090.000,UPS Sizing,ELEC E&D - Calcs/Analysis - UPS Sizing,Electrical Engineering and Design - Calculations and Analysis - UPS Sizing,0,0,0
8600 070.130.100.000,DC/Battery Sizing,ELEC E&D - Calcs/Analysis - DC/Battery Sizing,Electrical Engineering and Design - Calculations and Analysis - DC/Battery Sizing,0,0,0
8600 070.130.110.850,SKM-ETAP  - One-Line Preparation/Modeling,ELEC E&D - Calcs/Analysis - SKM-ETAP  - One-Line Prep/Model,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - One-Line Preparation/Modeling,1,0,0
8600 070.130.120.850,SKM-ETAP  - Short Circuit,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Short Circuit,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Short Circuit,0,0,0
8600 070.130.130.850,SKM-ETAP  - Motor Starting ,ELEC E&D - Calcs/Analysis - SKM-ETAP  - Motor Starting ,Electrical Engineering and Design - Calculations and Analysis - SKM-ETAP  - Motor Starting ,0,0,0
